second,Volt
+27.1000E-06,-1.891E+00
+27.2000E-06,-1.891E+00
+27.3000E-06,-1.798E+00
+27.4000E-06,-2.048E+00
+27.5000E-06,-1.923E+00
+27.6000E-06,-2.141E+00
+27.7000E-06,-1.923E+00
+27.8000E-06,-1.860E+00
+27.9000E-06,-2.048E+00
+28.0000E-06,-2.001E+00
+28.1000E-06,-2.016E+00
+28.2000E-06,-1.938E+00
+28.3000E-06,-2.095E+00
+28.4000E-06,-2.016E+00
+28.5000E-06,-2.126E+00
+28.6000E-06,-2.048E+00
+28.7000E-06,-2.110E+00
+28.8000E-06,-2.079E+00
+28.9000E-06,-2.110E+00
+29.0000E-06,-1.985E+00
+29.1000E-06,-2.188E+00
+29.2000E-06,-1.923E+00
+29.3000E-06,-2.032E+00
+29.4000E-06,-1.907E+00
+29.5000E-06,-1.813E+00
+29.6000E-06,-1.985E+00
+29.7000E-06,-1.954E+00
+29.8000E-06,-2.141E+00
+29.9000E-06,-2.313E+00
+30.0000E-06,-2.079E+00
+30.1000E-06,-1.845E+00
+30.2000E-06,-2.141E+00
+30.3000E-06,-1.876E+00
+30.4000E-06,-2.126E+00
+30.5000E-06,-2.001E+00
+30.6000E-06,-2.095E+00
+30.7000E-06,-1.970E+00
+30.8000E-06,-2.079E+00
+30.9000E-06,-1.923E+00
+31.0000E-06,-1.954E+00
+31.1000E-06,-2.048E+00
+31.2000E-06,-2.032E+00
+31.3000E-06,-2.016E+00
+31.4000E-06,-2.016E+00
+31.5000E-06,-2.063E+00
+31.6000E-06,-1.970E+00
+31.7000E-06,-2.048E+00
+31.8000E-06,-1.923E+00
+31.9000E-06,-2.095E+00
+32.0000E-06,-1.923E+00
+32.1000E-06,-2.048E+00
+32.2000E-06,-1.876E+00
+32.3000E-06,-2.126E+00
+32.4000E-06,-1.813E+00
+32.5000E-06,-2.063E+00
+32.6000E-06,-1.829E+00
+32.7000E-06,-2.126E+00
+32.8000E-06,-1.876E+00
+32.9000E-06,-2.173E+00
+33.0000E-06,-1.860E+00
+33.1000E-06,-2.173E+00
+33.2000E-06,-2.016E+00
+33.3000E-06,-1.923E+00
+33.4000E-06,-1.876E+00
+33.5000E-06,-2.110E+00
+33.6000E-06,-2.001E+00
+33.7000E-06,-2.126E+00
+33.8000E-06,-1.891E+00
+33.9000E-06,-2.188E+00
+34.0000E-06,-1.876E+00
+34.1000E-06,-2.141E+00
+34.2000E-06,-1.860E+00
+34.3000E-06,-2.220E+00
+34.4000E-06,-1.813E+00
+34.5000E-06,-1.954E+00
+34.6000E-06,-1.860E+00
+34.7000E-06,-2.141E+00
+34.8000E-06,-1.907E+00
+34.9000E-06,-2.110E+00
+35.0000E-06,-1.923E+00
+35.1000E-06,-2.126E+00
+35.2000E-06,-2.032E+00
+35.3000E-06,-2.079E+00
+35.4000E-06,-1.860E+00
+35.5000E-06,-2.016E+00
+35.6000E-06,-2.032E+00
+35.7000E-06,-1.876E+00
+35.8000E-06,-1.845E+00
+35.9000E-06,-1.891E+00
+36.0000E-06,-2.016E+00
+36.1000E-06,-1.907E+00
+36.2000E-06,-1.891E+00
+36.3000E-06,-1.829E+00
+36.4000E-06,-2.001E+00
+36.5000E-06,-1.860E+00
+36.6000E-06,-2.048E+00
+36.7000E-06,-1.985E+00
+36.8000E-06,-2.001E+00
+36.9000E-06,-1.907E+00
+37.0000E-06,-2.095E+00
+37.1000E-06,-1.907E+00
+37.2000E-06,-2.126E+00
+37.3000E-06,-1.876E+00
+37.4000E-06,-1.970E+00
+37.5000E-06,-1.954E+00
+37.6000E-06,-2.095E+00
+37.7000E-06,-1.970E+00
+37.8000E-06,-1.938E+00
+37.9000E-06,-1.985E+00
+38.0000E-06,-1.923E+00
+38.1000E-06,-2.063E+00
+38.2000E-06,-1.970E+00
+38.3000E-06,-1.970E+00
+38.4000E-06,-1.923E+00
+38.5000E-06,-2.001E+00
+38.6000E-06,-1.907E+00
+38.7000E-06,-2.063E+00
+38.8000E-06,-1.985E+00
+38.9000E-06,-2.063E+00
+39.0000E-06,-1.970E+00
+39.1000E-06,-2.079E+00
+39.2000E-06,-1.876E+00
+39.3000E-06,-2.032E+00
+39.4000E-06,-1.907E+00
+39.5000E-06,-2.079E+00
+39.6000E-06,-1.970E+00
+39.7000E-06,-2.048E+00
+39.8000E-06,-2.016E+00
+39.9000E-06,-2.016E+00
+40.0000E-06,-2.048E+00
+40.1000E-06,-2.079E+00
+40.2000E-06,-1.923E+00
+40.3000E-06,-2.063E+00
+40.4000E-06,-2.001E+00
+40.5000E-06,-2.110E+00
+40.6000E-06,-1.907E+00
+40.7000E-06,-2.110E+00
+40.8000E-06,-1.891E+00
+40.9000E-06,-2.048E+00
+41.0000E-06,-1.938E+00
+41.1000E-06,-2.079E+00
+41.2000E-06,-1.923E+00
+41.3000E-06,-1.985E+00
+41.4000E-06,-1.970E+00
+41.5000E-06,-1.985E+00
+41.6000E-06,-2.001E+00
+41.7000E-06,-1.985E+00
+41.8000E-06,-2.079E+00
+41.9000E-06,-1.891E+00
+42.0000E-06,-2.126E+00
+42.1000E-06,-1.923E+00
+42.2000E-06,-2.048E+00
+42.3000E-06,-1.923E+00
+42.4000E-06,-2.126E+00
+42.5000E-06,-2.016E+00
+42.6000E-06,-2.110E+00
+42.7000E-06,-1.938E+00
+42.8000E-06,-1.985E+00
+42.9000E-06,-1.954E+00
+43.0000E-06,-2.063E+00
+43.1000E-06,-2.001E+00
+43.2000E-06,-1.954E+00
+43.3000E-06,-2.001E+00
+43.4000E-06,-1.938E+00
+43.5000E-06,-2.016E+00
+43.6000E-06,-2.016E+00
+43.7000E-06,-2.048E+00
+43.8000E-06,-1.970E+00
+43.9000E-06,-2.032E+00
+44.0000E-06,-2.001E+00
+44.1000E-06,-1.970E+00
+44.2000E-06,-1.938E+00
+44.3000E-06,-1.954E+00
+44.4000E-06,-2.001E+00
+44.5000E-06,-1.985E+00
+44.6000E-06,-2.001E+00
+44.7000E-06,-2.063E+00
+44.8000E-06,-2.048E+00
+44.9000E-06,-1.938E+00
+45.0000E-06,-2.063E+00
+45.1000E-06,-2.079E+00
+45.2000E-06,-2.095E+00
+45.3000E-06,-1.970E+00
+45.4000E-06,-2.079E+00
+45.5000E-06,-1.907E+00
+45.6000E-06,-2.048E+00
+45.7000E-06,-1.907E+00
+45.8000E-06,-2.079E+00
+45.9000E-06,-1.938E+00
+46.0000E-06,-2.095E+00
+46.1000E-06,-1.938E+00
+46.2000E-06,-2.032E+00
+46.3000E-06,-2.126E+00
+46.4000E-06,-2.016E+00
+46.5000E-06,-1.813E+00
+46.6000E-06,-2.001E+00
+46.7000E-06,-2.157E+00
+46.8000E-06,-2.141E+00
+46.9000E-06,-1.891E+00
+47.0000E-06,-1.970E+00
+47.1000E-06,-2.188E+00
+47.2000E-06,-1.891E+00
+47.3000E-06,-2.063E+00
+47.4000E-06,-1.876E+00
+47.5000E-06,-2.079E+00
+47.6000E-06,-1.891E+00
+47.7000E-06,-2.110E+00
+47.8000E-06,-1.954E+00
+47.9000E-06,-2.048E+00
+48.0000E-06,-2.032E+00
+48.1000E-06,-1.985E+00
+48.2000E-06,-2.110E+00
+48.3000E-06,-2.032E+00
+48.4000E-06,-2.032E+00
+48.5000E-06,-2.016E+00
+48.6000E-06,-2.079E+00
+48.7000E-06,-1.907E+00
+48.8000E-06,-2.032E+00
+48.9000E-06,-1.891E+00
+49.0000E-06,-1.985E+00
+49.1000E-06,-1.923E+00
+49.2000E-06,-2.016E+00
+49.3000E-06,-1.970E+00
+49.4000E-06,-2.001E+00
+49.5000E-06,-1.985E+00
+49.6000E-06,-2.001E+00
+49.7000E-06,-2.016E+00
+49.8000E-06,-1.954E+00
+49.9000E-06,-2.001E+00
+50.0000E-06,-1.970E+00
+50.1000E-06,-2.063E+00
+50.2000E-06,-1.938E+00
+50.3000E-06,-2.079E+00
+50.4000E-06,-1.907E+00
+50.5000E-06,-2.110E+00
+50.6000E-06,-1.860E+00
+50.7000E-06,-2.001E+00
+50.8000E-06,-1.813E+00
+50.9000E-06,-1.954E+00
+51.0000E-06,-2.157E+00
+51.1000E-06,-1.813E+00
+51.2000E-06,-1.923E+00
+51.3000E-06,-1.813E+00
+51.4000E-06,-2.141E+00
+51.5000E-06,-1.907E+00
+51.6000E-06,-1.954E+00
+51.7000E-06,-1.938E+00
+51.8000E-06,-2.141E+00
+51.9000E-06,-1.860E+00
+52.0000E-06,-2.095E+00
+52.1000E-06,-2.001E+00
+52.2000E-06,-2.048E+00
+52.3000E-06,-1.891E+00
+52.4000E-06,-1.923E+00
+52.5000E-06,-1.954E+00
+52.6000E-06,-1.985E+00
+52.7000E-06,-2.048E+00
+52.8000E-06,-2.063E+00
+52.9000E-06,-2.001E+00
+53.0000E-06,-1.970E+00
+53.1000E-06,-1.923E+00
+53.2000E-06,-2.048E+00
+53.3000E-06,-2.063E+00
+53.4000E-06,-2.095E+00
+53.5000E-06,-1.907E+00
+53.6000E-06,-1.985E+00
+53.7000E-06,-1.923E+00
+53.8000E-06,-2.048E+00
+53.9000E-06,-1.923E+00
+54.0000E-06,-2.141E+00
+54.1000E-06,-1.891E+00
+54.2000E-06,-2.032E+00
+54.3000E-06,-1.907E+00
+54.4000E-06,-2.048E+00
+54.5000E-06,-1.985E+00
+54.6000E-06,-2.001E+00
+54.7000E-06,-2.016E+00
+54.8000E-06,-2.048E+00
+54.9000E-06,-1.954E+00
+55.0000E-06,-1.985E+00
+55.1000E-06,-1.923E+00
+55.2000E-06,-1.938E+00
+55.3000E-06,-1.876E+00
+55.4000E-06,-2.048E+00
+55.5000E-06,-2.032E+00
+55.6000E-06,-2.126E+00
+55.7000E-06,-1.923E+00
+55.8000E-06,-2.079E+00
+55.9000E-06,-2.095E+00
+56.0000E-06,-1.829E+00
+56.1000E-06,-1.954E+00
+56.2000E-06,-1.891E+00
+56.3000E-06,-2.141E+00
+56.4000E-06,-1.907E+00
+56.5000E-06,-2.016E+00
+56.6000E-06,-2.001E+00
+56.7000E-06,-2.063E+00
+56.8000E-06,-1.938E+00
+56.9000E-06,-2.032E+00
+57.0000E-06,-1.954E+00
+57.1000E-06,-2.016E+00
+57.2000E-06,-1.985E+00
+57.3000E-06,-2.016E+00
+57.4000E-06,-1.985E+00
+57.5000E-06,-1.970E+00
+57.6000E-06,-1.985E+00
+57.7000E-06,-2.001E+00
+57.8000E-06,-2.016E+00
+57.9000E-06,-1.985E+00
+58.0000E-06,-1.954E+00
+58.1000E-06,-1.985E+00
+58.2000E-06,-1.970E+00
+58.3000E-06,-2.016E+00
+58.4000E-06,-1.970E+00
+58.5000E-06,-1.954E+00
+58.6000E-06,-1.970E+00
+58.7000E-06,-2.001E+00
+58.8000E-06,-2.016E+00
+58.9000E-06,-1.985E+00
+59.0000E-06,-2.016E+00
+59.1000E-06,-1.970E+00
+59.2000E-06,-2.063E+00
+59.3000E-06,-1.985E+00
+59.4000E-06,-2.032E+00
+59.5000E-06,-1.970E+00
+59.6000E-06,-2.048E+00
+59.7000E-06,-2.016E+00
+59.8000E-06,-2.016E+00
+59.9000E-06,-2.032E+00
+60.0000E-06,-2.048E+00
+60.1000E-06,-2.032E+00
+60.2000E-06,-1.985E+00
+60.3000E-06,-2.032E+00
+60.4000E-06,-2.001E+00
+60.5000E-06,-2.001E+00
+60.6000E-06,-2.001E+00
+60.7000E-06,-2.032E+00
+60.8000E-06,-2.032E+00
+60.9000E-06,-1.938E+00
+61.0000E-06,-1.923E+00
+61.1000E-06,-2.016E+00
+61.2000E-06,-2.016E+00
+61.3000E-06,-2.032E+00
+61.4000E-06,-1.985E+00
+61.5000E-06,-2.001E+00
+61.6000E-06,-1.954E+00
+61.7000E-06,-2.001E+00
+61.8000E-06,-2.016E+00
+61.9000E-06,-2.001E+00
+62.0000E-06,-1.985E+00
+62.1000E-06,-1.985E+00
+62.2000E-06,-1.970E+00
+62.3000E-06,-2.016E+00
+62.4000E-06,-2.032E+00
+62.5000E-06,-1.891E+00
+62.6000E-06,-2.032E+00
+62.7000E-06,-1.954E+00
+62.8000E-06,-1.985E+00
+62.9000E-06,-2.032E+00
+63.0000E-06,-1.938E+00
+63.1000E-06,-2.001E+00
+63.2000E-06,-1.938E+00
+63.3000E-06,-2.079E+00
+63.4000E-06,-1.923E+00
+63.5000E-06,-2.001E+00
+63.6000E-06,-1.923E+00
+63.7000E-06,-2.016E+00
+63.8000E-06,-1.938E+00
+63.9000E-06,-2.063E+00
+64.0000E-06,-1.970E+00
+64.1000E-06,-2.001E+00
+64.2000E-06,-2.063E+00
+64.3000E-06,-1.923E+00
+64.4000E-06,-2.032E+00
+64.5000E-06,-1.891E+00
+64.6000E-06,-1.970E+00
+64.7000E-06,-2.016E+00
+64.8000E-06,-1.970E+00
+64.9000E-06,-1.985E+00
+65.0000E-06,-2.048E+00
+65.1000E-06,-2.079E+00
+65.2000E-06,-2.016E+00
+65.3000E-06,-2.032E+00
+65.4000E-06,-1.938E+00
+65.5000E-06,-1.970E+00
+65.6000E-06,-1.985E+00
+65.7000E-06,-2.001E+00
+65.8000E-06,-1.985E+00
+65.9000E-06,-1.970E+00
+66.0000E-06,-2.016E+00
+66.1000E-06,-1.938E+00
+66.2000E-06,-1.954E+00
+66.3000E-06,-1.938E+00
+66.4000E-06,-2.032E+00
+66.5000E-06,-1.923E+00
+66.6000E-06,-2.032E+00
+66.7000E-06,-1.970E+00
+66.8000E-06,-2.001E+00
+66.9000E-06,-1.954E+00
+67.0000E-06,-2.016E+00
+67.1000E-06,-2.001E+00
+67.2000E-06,-2.032E+00
+67.3000E-06,-1.985E+00
+67.4000E-06,-1.985E+00
+67.5000E-06,-1.954E+00
+67.6000E-06,-2.016E+00
+67.7000E-06,-1.954E+00
+67.8000E-06,-2.032E+00
+67.9000E-06,-1.970E+00
+68.0000E-06,-2.032E+00
+68.1000E-06,-1.970E+00
+68.2000E-06,-2.032E+00
+68.3000E-06,-2.016E+00
+68.4000E-06,-1.985E+00
+68.5000E-06,-1.970E+00
+68.6000E-06,-2.016E+00
+68.7000E-06,-1.954E+00
+68.8000E-06,-2.032E+00
+68.9000E-06,-1.923E+00
+69.0000E-06,-2.063E+00
+69.1000E-06,-2.063E+00
+69.2000E-06,-1.954E+00
+69.3000E-06,-1.970E+00
+69.4000E-06,-2.079E+00
+69.5000E-06,-1.876E+00
+69.6000E-06,-1.985E+00
+69.7000E-06,-1.954E+00
+69.8000E-06,-1.970E+00
+69.9000E-06,-2.016E+00
+70.0000E-06,-1.954E+00
+70.1000E-06,-2.095E+00
+70.2000E-06,-1.923E+00
+70.3000E-06,-1.985E+00
+70.4000E-06,-1.938E+00
+70.5000E-06,-2.001E+00
+70.6000E-06,-1.970E+00
+70.7000E-06,-2.001E+00
+70.8000E-06,-1.985E+00
+70.9000E-06,-2.001E+00
+71.0000E-06,-1.954E+00
+71.1000E-06,-2.016E+00
+71.2000E-06,-1.954E+00
+71.3000E-06,-2.016E+00
+71.4000E-06,-2.001E+00
+71.5000E-06,-1.954E+00
+71.6000E-06,-2.001E+00
+71.7000E-06,-1.970E+00
+71.8000E-06,-2.079E+00
+71.9000E-06,-2.016E+00
+72.0000E-06,-2.016E+00
+72.1000E-06,-1.985E+00
+72.2000E-06,-2.032E+00
+72.3000E-06,-2.032E+00
+72.4000E-06,-2.001E+00
+72.5000E-06,-2.001E+00
+72.6000E-06,-1.985E+00
+72.7000E-06,-2.016E+00
+72.8000E-06,-1.985E+00
+72.9000E-06,-2.016E+00
+73.0000E-06,-1.985E+00
+73.1000E-06,-2.032E+00
+73.2000E-06,-2.001E+00
+73.3000E-06,-1.954E+00
+73.4000E-06,-1.954E+00
+73.5000E-06,-2.001E+00
+73.6000E-06,-1.923E+00
+73.7000E-06,-1.985E+00
+73.8000E-06,-1.970E+00
+73.9000E-06,-2.032E+00
+74.0000E-06,-1.938E+00
+74.1000E-06,-1.970E+00
+74.2000E-06,-2.032E+00
+74.3000E-06,-1.954E+00
+74.4000E-06,-1.954E+00
+74.5000E-06,-1.970E+00
+74.6000E-06,-1.954E+00
+74.7000E-06,-1.938E+00
+74.8000E-06,-1.923E+00
+74.9000E-06,-1.954E+00
+75.0000E-06,-2.032E+00
+75.1000E-06,-1.970E+00
+75.2000E-06,-2.095E+00
+75.3000E-06,-1.954E+00
+75.4000E-06,-2.001E+00
+75.5000E-06,-1.985E+00
+75.6000E-06,-1.985E+00
+75.7000E-06,-1.985E+00
+75.8000E-06,-1.970E+00
+75.9000E-06,-1.970E+00
+76.0000E-06,-2.157E+00
+76.1000E-06,-1.970E+00
+76.2000E-06,-1.970E+00
+76.3000E-06,-2.032E+00
+76.4000E-06,-2.001E+00
+76.5000E-06,-2.032E+00
+76.6000E-06,-2.001E+00
+76.7000E-06,-2.016E+00
+76.8000E-06,-1.985E+00
+76.9000E-06,-2.048E+00
+77.0000E-06,-2.016E+00
+77.1000E-06,-1.938E+00
+77.2000E-06,-1.985E+00
+77.3000E-06,-2.001E+00
+77.4000E-06,-1.985E+00
+77.5000E-06,-1.985E+00
+77.6000E-06,-1.970E+00
+77.7000E-06,-1.954E+00
+77.8000E-06,-2.032E+00
+77.9000E-06,-2.016E+00
+78.0000E-06,-2.032E+00
+78.1000E-06,-2.016E+00
+78.2000E-06,-2.048E+00
+78.3000E-06,-1.985E+00
+78.4000E-06,-2.063E+00
+78.5000E-06,-1.876E+00
+78.6000E-06,-2.032E+00
+78.7000E-06,-1.985E+00
+78.8000E-06,-2.001E+00
+78.9000E-06,-2.016E+00
+79.0000E-06,-2.079E+00
+79.1000E-06,-1.985E+00
+79.2000E-06,-2.016E+00
+79.3000E-06,-1.954E+00
+79.4000E-06,-2.016E+00
+79.5000E-06,-1.985E+00
+79.6000E-06,-1.985E+00
+79.7000E-06,-1.907E+00
+79.8000E-06,-2.063E+00
+79.9000E-06,-1.970E+00
+80.0000E-06,-2.063E+00
+80.1000E-06,-1.970E+00
+80.2000E-06,-2.063E+00
+80.3000E-06,-1.985E+00
+80.4000E-06,-2.079E+00
+80.5000E-06,-2.016E+00
+80.6000E-06,-1.954E+00
+80.7000E-06,-2.032E+00
+80.8000E-06,-1.938E+00
+80.9000E-06,-2.016E+00
+81.0000E-06,-1.891E+00
+81.1000E-06,-2.016E+00
+81.2000E-06,-1.954E+00
+81.3000E-06,-2.001E+00
+81.4000E-06,-1.985E+00
+81.5000E-06,-2.079E+00
+81.6000E-06,-1.954E+00
+81.7000E-06,-2.001E+00
+81.8000E-06,-2.016E+00
+81.9000E-06,-1.985E+00
+82.0000E-06,-2.016E+00
+82.1000E-06,-1.985E+00
+82.2000E-06,-2.001E+00
+82.3000E-06,-2.001E+00
+82.4000E-06,-2.001E+00
+82.5000E-06,-2.032E+00
+82.6000E-06,-2.032E+00
+82.7000E-06,-2.001E+00
+82.8000E-06,-2.016E+00
+82.9000E-06,-1.985E+00
+83.0000E-06,-2.048E+00
+83.1000E-06,-2.063E+00
+83.2000E-06,-1.938E+00
+83.3000E-06,-2.016E+00
+83.4000E-06,-1.954E+00
+83.5000E-06,-2.032E+00
+83.6000E-06,-1.985E+00
+83.7000E-06,-2.016E+00
+83.8000E-06,-1.954E+00
+83.9000E-06,-2.001E+00
+84.0000E-06,-1.954E+00
+84.1000E-06,-2.016E+00
+84.2000E-06,-1.954E+00
+84.3000E-06,-1.954E+00
+84.4000E-06,-1.985E+00
+84.5000E-06,-2.079E+00
+84.6000E-06,-2.001E+00
+84.7000E-06,-1.938E+00
+84.8000E-06,-1.923E+00
+84.9000E-06,-1.985E+00
+85.0000E-06,-2.016E+00
+85.1000E-06,-2.032E+00
+85.2000E-06,-2.001E+00
+85.3000E-06,-2.016E+00
+85.4000E-06,-1.985E+00
+85.5000E-06,-2.001E+00
+85.6000E-06,-2.001E+00
+85.7000E-06,-2.032E+00
+85.8000E-06,-1.985E+00
+85.9000E-06,-2.001E+00
+86.0000E-06,-2.048E+00
+86.1000E-06,-1.970E+00
+86.2000E-06,-2.032E+00
+86.3000E-06,-1.970E+00
+86.4000E-06,-2.016E+00
+86.5000E-06,-2.016E+00
+86.6000E-06,-2.001E+00
+86.7000E-06,-1.970E+00
+86.8000E-06,-2.016E+00
+86.9000E-06,-2.016E+00
+87.0000E-06,-1.970E+00
+87.1000E-06,-2.001E+00
+87.2000E-06,-2.016E+00
+87.3000E-06,-1.970E+00
+87.4000E-06,-1.985E+00
+87.5000E-06,-1.970E+00
+87.6000E-06,-1.985E+00
+87.7000E-06,-2.063E+00
+87.8000E-06,-1.970E+00
+87.9000E-06,-1.985E+00
+88.0000E-06,-2.032E+00
+88.1000E-06,-2.032E+00
+88.2000E-06,-1.985E+00
+88.3000E-06,-1.970E+00
+88.4000E-06,-2.001E+00
+88.5000E-06,-2.032E+00
+88.6000E-06,-2.001E+00
+88.7000E-06,-1.985E+00
+88.8000E-06,-2.016E+00
+88.9000E-06,-2.016E+00
+89.0000E-06,-2.032E+00
+89.1000E-06,-2.016E+00
+89.2000E-06,-2.016E+00
+89.3000E-06,-2.032E+00
+89.4000E-06,-2.016E+00
+89.5000E-06,-1.985E+00
+89.6000E-06,-2.048E+00
+89.7000E-06,-2.048E+00
+89.8000E-06,-2.032E+00
+89.9000E-06,-2.001E+00
+90.0000E-06,-2.079E+00
+90.1000E-06,-1.970E+00
+90.2000E-06,-2.048E+00
+90.3000E-06,-1.985E+00
+90.4000E-06,-2.032E+00
+90.5000E-06,-1.985E+00
+90.6000E-06,-2.032E+00
+90.7000E-06,-2.016E+00
+90.8000E-06,-2.032E+00
+90.9000E-06,-1.985E+00
+91.0000E-06,-1.954E+00
+91.1000E-06,-2.016E+00
+91.2000E-06,-2.095E+00
+91.3000E-06,-1.985E+00
+91.4000E-06,-2.001E+00
+91.5000E-06,-1.923E+00
+91.6000E-06,-1.985E+00
+91.7000E-06,-2.016E+00
+91.8000E-06,-2.032E+00
+91.9000E-06,-1.970E+00
+92.0000E-06,-1.970E+00
+92.1000E-06,-1.985E+00
+92.2000E-06,-1.985E+00
+92.3000E-06,-2.001E+00
+92.4000E-06,-2.001E+00
+92.5000E-06,-2.016E+00
+92.6000E-06,-2.063E+00
+92.7000E-06,-1.954E+00
+92.8000E-06,-1.954E+00
+92.9000E-06,-2.001E+00
+93.0000E-06,-2.016E+00
+93.1000E-06,-1.985E+00
+93.2000E-06,-1.985E+00
+93.3000E-06,-2.032E+00
+93.4000E-06,-2.001E+00
+93.5000E-06,-2.016E+00
+93.6000E-06,-2.001E+00
+93.7000E-06,-1.970E+00
+93.8000E-06,-1.938E+00
+93.9000E-06,-1.985E+00
+94.0000E-06,-2.032E+00
+94.1000E-06,-2.063E+00
+94.2000E-06,-1.985E+00
+94.3000E-06,-2.001E+00
+94.4000E-06,-1.985E+00
+94.5000E-06,-2.032E+00
+94.6000E-06,-1.985E+00
+94.7000E-06,-2.126E+00
+94.8000E-06,-1.876E+00
+94.9000E-06,-2.079E+00
+95.0000E-06,-1.782E+00
+95.1000E-06,-2.204E+00
+95.2000E-06,-1.907E+00
+95.3000E-06,-2.157E+00
+95.4000E-06,-1.829E+00
+95.5000E-06,-2.204E+00
+95.6000E-06,-2.141E+00
+95.7000E-06,-2.188E+00
+95.8000E-06,-2.016E+00
+95.9000E-06,-1.845E+00
+96.0000E-06,-2.220E+00
+96.1000E-06,-1.813E+00
+96.2000E-06,-2.095E+00
+96.3000E-06,-2.079E+00
+96.4000E-06,-2.235E+00
+96.5000E-06,-1.813E+00
+96.6000E-06,-1.907E+00
+96.7000E-06,-1.798E+00
+96.8000E-06,-2.141E+00
+96.9000E-06,-2.095E+00
+97.0000E-06,-1.845E+00
+97.1000E-06,-1.938E+00
+97.2000E-06,-1.766E+00
+97.3000E-06,-2.141E+00
+97.4000E-06,-2.001E+00
+97.5000E-06,-2.063E+00
+97.6000E-06,-1.860E+00
+97.7000E-06,-1.938E+00
+97.8000E-06,-1.845E+00
+97.9000E-06,-2.001E+00
+98.0000E-06,-1.954E+00
+98.1000E-06,-2.095E+00
+98.2000E-06,-1.938E+00
+98.3000E-06,-2.032E+00
+98.4000E-06,-2.001E+00
+98.5000E-06,-1.954E+00
+98.6000E-06,-2.001E+00
+98.7000E-06,-2.032E+00
+98.8000E-06,-1.970E+00
+98.9000E-06,-2.032E+00
+99.0000E-06,-1.985E+00
+99.1000E-06,-2.016E+00
+99.2000E-06,-2.001E+00
+99.3000E-06,-2.016E+00
+99.4000E-06,-1.954E+00
+99.5000E-06,-1.938E+00
+99.6000E-06,-2.032E+00
+99.7000E-06,-2.016E+00
+99.8000E-06,-2.048E+00
+99.9000E-06,-1.954E+00
+100.0000E-06,-2.048E+00
+100.1000E-06,-2.016E+00
+100.2000E-06,-2.079E+00
+100.3000E-06,-1.985E+00
+100.4000E-06,-2.079E+00
+100.5000E-06,-1.954E+00
+100.6000E-06,-2.048E+00
+100.7000E-06,-2.016E+00
+100.8000E-06,-2.032E+00
+100.9000E-06,-2.063E+00
+101.0000E-06,-2.048E+00
+101.1000E-06,-2.016E+00
+101.2000E-06,-1.954E+00
+101.3000E-06,-1.938E+00
+101.4000E-06,-2.048E+00
+101.5000E-06,-2.001E+00
+101.6000E-06,-2.001E+00
+101.7000E-06,-2.345E+00
+101.8000E-06,-1.532E+00
+101.9000E-06,-1.923E+00
+102.0000E-06,-1.282E+00
+102.1000E-06,-2.126E+00
+102.2000E-06,-2.813E+00
+102.3000E-06,-1.470E+00
+102.4000E-06,-1.657E+00
+102.5000E-06,-2.954E+00
+102.6000E-06,-3.345E+00
+102.7000E-06,-766E-03
+102.8000E-06,-610E-03
+102.9000E-06,-2.626E+00
+103.0000E-06,-2.657E+00
+103.1000E-06,-751E-03
+103.2000E-06,-3.454E+00
+103.3000E-06,-2.048E+00
+103.4000E-06,-3.423E+00
+103.5000E-06,-1.126E+00
+103.6000E-06,-2.860E+00
+103.7000E-06,-1.063E+00
+103.8000E-06,-2.626E+00
+103.9000E-06,-1.485E+00
+104.0000E-06,-2.563E+00
+104.1000E-06,-1.407E+00
+104.2000E-06,-2.110E+00
+104.3000E-06,-2.095E+00
+104.4000E-06,-1.548E+00
+104.5000E-06,-2.548E+00
+104.6000E-06,-1.079E+00
+104.7000E-06,-3.188E+00
+104.8000E-06,-3.079E+00
+104.9000E-06,-813E-03
+105.0000E-06,-3.110E+00
+105.1000E-06,-3.673E+00
+105.2000E-06,-3.188E+00
+105.3000E-06,-3.501E+00
+105.4000E-06,-2.095E+00
+105.5000E-06,-2.376E+00
+105.6000E-06,-3.485E+00
+105.7000E-06,-1.329E+00
+105.8000E-06,-1.141E+00
+105.9000E-06,-657E-03
+106.0000E-06,-2.532E+00
+106.1000E-06,-2.704E+00
+106.2000E-06,-2.407E+00
+106.3000E-06,-1.032E+00
+106.4000E-06,-3.126E+00
+106.5000E-06,-985E-03
+106.6000E-06,-2.954E+00
+106.7000E-06,-1.251E+00
+106.8000E-06,-2.438E+00
+106.9000E-06,-1.532E+00
+107.0000E-06,-2.048E+00
+107.1000E-06,-2.407E+00
+107.2000E-06,-1.516E+00
+107.3000E-06,-2.563E+00
+107.4000E-06,-1.141E+00
+107.5000E-06,-2.766E+00
+107.6000E-06,-907E-03
+107.7000E-06,-2.110E+00
+107.8000E-06,-735E-03
+107.9000E-06,-3.235E+00
+108.0000E-06,-1.282E+00
+108.1000E-06,-1.485E+00
+108.2000E-06,-2.751E+00
+108.3000E-06,-657E-03
+108.4000E-06,-2.470E+00
+108.5000E-06,-688E-03
+108.6000E-06,-3.673E+00
+108.7000E-06,-282E-03
+108.8000E-06,-3.829E+00
+108.9000E-06,-673E-03
+109.0000E-06,-938E-03
+109.1000E-06,-954E-03
+109.2000E-06,-891E-03
+109.3000E-06,-3.735E+00
+109.4000E-06,-485E-03
+109.5000E-06,-1.891E+00
